feature,target,owner,owner_kind,stimulus,directive,detail,status,span_kind,file,line,match_on,arm,nesting,conditions,source,generate
V,MASKTYPEV,MASKTYPEV,execute,fault_path,construct the faulting condition and assert the resulting trap,,todo,T,extensions/V/vext_arith_insts.sail,380,,,0,,then return Illegal_Instruction();,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,B,extensions/V/vext_arith_insts.sail,393,,,0,,if i < start_element then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,T,extensions/V/vext_arith_insts.sail,393,,,0,,if i < start_element then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,T,extensions/V/vext_arith_insts.sail,395,,,0,,} else if i > end_element | i >= real_num_elem then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,B,extensions/V/vext_arith_insts.sail,395,,,0,,} else if i > end_element | i >= real_num_elem then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,B,extensions/V/vext_arith_insts.sail,395,,,0,,} else if i > end_element | i >= real_num_elem then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,T,extensions/V/vext_arith_insts.sail,395,,,0,,} else if i > end_element | i >= real_num_elem then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,T,extensions/V/vext_arith_insts.sail,395,,,0,,} else if i > end_element | i >= real_num_elem then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,B,extensions/V/vext_arith_insts.sail,396,,,1,else if i > end_element | i >= real_num_elem,result[i] = match tail_ag {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,"MASKTYPEV body, arm UNDISTURBED",todo,T,extensions/V/vext_arith_insts.sail,397,tail_ag,UNDISTURBED,2,else if i > end_element | i >= real_num_elem AND result[i] = match tail_ag,"UNDISTURBED => vd_val[i],",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,"MASKTYPEV body, arm AGNOSTIC",todo,T,extensions/V/vext_arith_insts.sail,398,tail_ag,AGNOSTIC,2,else if i > end_element | i >= real_num_elem AND result[i] = match tail_ag,AGNOSTIC    => vd_val[i] // TODO: configuration support,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,T,extensions/V/vext_arith_insts.sail,400,,,0,,} else {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,B,extensions/V/vext_arith_insts.sail,402,,,1,else,result[i] = if vm_val[i] == 0b1 then vs1_val[i] else vs2_val[i],opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,T,extensions/V/vext_arith_insts.sail,402,,,1,else,result[i] = if vm_val[i] == 0b1 then vs1_val[i] else vs2_val[i],opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MASKTYPEV,MASKTYPEV,execute,instruction,generate any legal form of this instruction,MASKTYPEV body,todo,T,extensions/V/vext_arith_insts.sail,402,,,1,else,result[i] = if vm_val[i] == 0b1 then vs1_val[i] else vs2_val[i],opcode_sweep.py extensions/V/vext_arith_insts.sail
V,assembly,assembly,mapping_clause,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,412,,,0,,"<-> ""vmerge.vvm"" ^ spc() ^ vreg_name(vd) ^ sep() ^ vreg_name(vs2) ^ sep() ^ vreg_name(vs1) ^ sep() ^ ""v0""",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,unclassified,read the guard and decide what arranges it,,covered,B,extensions/V/vext_arith_insts.sail,418,,,0,,<-> 0b010111 @ 0b1 @ 0b00000 @ encdec_vreg(vs1) @ 0b000 @ encdec_vreg(vd) @ 0b1010111,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,418,,,0,,<-> 0b010111 @ 0b1 @ 0b00000 @ encdec_vreg(vs1) @ 0b000 @ encdec_vreg(vd) @ 0b1010111,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,unclassified,read the guard and decide what arranges it,,covered,T,extensions/V/vext_arith_insts.sail,418,,,0,,<-> 0b010111 @ 0b1 @ 0b00000 @ encdec_vreg(vs1) @ 0b000 @ encdec_vreg(vd) @ 0b1010111,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve32x,todo,B,extensions/V/vext_arith_insts.sail,419,,,0,,when (currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve32x,todo,B,extensions/V/vext_arith_insts.sail,419,,,0,,when (currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve32x,todo,T,extensions/V/vext_arith_insts.sail,419,,,0,,when (currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,B,extensions/V/vext_arith_insts.sail,420,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,T,extensions/V/vext_arith_insts.sail,420,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,T,extensions/V/vext_arith_insts.sail,420,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,T,extensions/V/vext_arith_insts.sail,422,,,0,,"function clause execute MOVETYPEV(vs1, vd) = {",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,B,extensions/V/vext_arith_insts.sail,427,,,0,,"if illegal_vstart(VSTART_ARITH, num_elem, LMUL_pow) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,B,extensions/V/vext_arith_insts.sail,427,,,0,,"if illegal_vstart(VSTART_ARITH, num_elem, LMUL_pow) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,T,extensions/V/vext_arith_insts.sail,428,,,0,,illegal_vd_unmasked()  |,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,B,extensions/V/vext_arith_insts.sail,428,,,0,,illegal_vd_unmasked()  |,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,B,extensions/V/vext_arith_insts.sail,429,,,0,,"not(valid_reg_group(vs1, LMUL_pow)) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,T,extensions/V/vext_arith_insts.sail,429,,,0,,"not(valid_reg_group(vs1, LMUL_pow)) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,T,extensions/V/vext_arith_insts.sail,430,,,0,,"not(valid_reg_group(vd, LMUL_pow))",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,fault_path,construct the faulting condition and assert the resulting trap,,todo,T,extensions/V/vext_arith_insts.sail,431,,,0,,then return Illegal_Instruction();,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,fault_path,construct the faulting condition and assert the resulting trap,,todo,T,extensions/V/vext_arith_insts.sail,431,,,0,,then return Illegal_Instruction();,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,B,extensions/V/vext_arith_insts.sail,443,,,0,,if mask[i] == 0b1 then result[i] = vs1_val[i],opcode_sweep.py extensions/V/vext_arith_insts.sail
V,MOVETYPEV,MOVETYPEV,execute,instruction,generate any legal form of this instruction,MOVETYPEV body,todo,T,extensions/V/vext_arith_insts.sail,443,,,0,,if mask[i] == 0b1 then result[i] = vs1_val[i],opcode_sweep.py extensions/V/vext_arith_insts.sail
V,assembly,assembly,mapping_clause,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,452,,,0,,"<-> ""vmv.v.v"" ^ spc() ^ vreg_name(vd) ^ sep() ^ vreg_name(vs1)",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,458,,,0,,"VX_VADD       <-> 0b000000,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,458,,,0,,"VX_VADD       <-> 0b000000,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,459,,,0,,"VX_VSUB       <-> 0b000010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,459,,,0,,"VX_VSUB       <-> 0b000010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,460,,,0,,"VX_VRSUB      <-> 0b000011,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,460,,,0,,"VX_VRSUB      <-> 0b000011,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,461,,,0,,"VX_VMINU      <-> 0b000100,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,461,,,0,,"VX_VMINU      <-> 0b000100,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,462,,,0,,"VX_VMIN       <-> 0b000101,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,462,,,0,,"VX_VMIN       <-> 0b000101,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,463,,,0,,"VX_VMAXU      <-> 0b000110,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,463,,,0,,"VX_VMAXU      <-> 0b000110,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,464,,,0,,"VX_VMAX       <-> 0b000111,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,464,,,0,,"VX_VMAX       <-> 0b000111,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,465,,,0,,"VX_VAND       <-> 0b001001,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,465,,,0,,"VX_VAND       <-> 0b001001,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,466,,,0,,"VX_VOR        <-> 0b001010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,466,,,0,,"VX_VOR        <-> 0b001010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,467,,,0,,"VX_VXOR       <-> 0b001011,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,467,,,0,,"VX_VXOR       <-> 0b001011,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,468,,,0,,"VX_VSADDU     <-> 0b100000,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,468,,,0,,"VX_VSADDU     <-> 0b100000,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,469,,,0,,"VX_VSADD      <-> 0b100001,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,469,,,0,,"VX_VSADD      <-> 0b100001,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,470,,,0,,"VX_VSSUBU     <-> 0b100010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,470,,,0,,"VX_VSSUBU     <-> 0b100010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,471,,,0,,"VX_VSSUB      <-> 0b100011,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,471,,,0,,"VX_VSSUB      <-> 0b100011,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,472,,,0,,"VX_VSLL       <-> 0b100101,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,472,,,0,,"VX_VSLL       <-> 0b100101,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,473,,,0,,"VX_VSMUL      <-> 0b100111,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,473,,,0,,"VX_VSMUL      <-> 0b100111,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,474,,,0,,"VX_VSRL       <-> 0b101000,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,474,,,0,,"VX_VSRL       <-> 0b101000,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,475,,,0,,"VX_VSRA       <-> 0b101001,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,475,,,0,,"VX_VSRA       <-> 0b101001,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,476,,,0,,"VX_VSSRL      <-> 0b101010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,476,,,0,,"VX_VSSRL      <-> 0b101010,",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,477,,,0,,VX_VSSRA      <-> 0b101011,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec_vxfunct6,encdec_vxfunct6,mapping,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,477,,,0,,VX_VSSRA      <-> 0b101011,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,481,,,0,,<-> encdec_vxfunct6(funct6) @ vm @ encdec_vreg(vs2) @ encdec_reg(rs1) @ 0b100 @ encdec_vreg(vd) @ 0b1010111,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,unclassified,read the guard and decide what arranges it,,covered,B,extensions/V/vext_arith_insts.sail,481,,,0,,<-> encdec_vxfunct6(funct6) @ vm @ encdec_vreg(vs2) @ encdec_reg(rs1) @ 0b100 @ encdec_vreg(vd) @ 0b1010111,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,unclassified,read the guard and decide what arranges it,,todo,T,extensions/V/vext_arith_insts.sail,481,,,0,,<-> encdec_vxfunct6(funct6) @ vm @ encdec_vreg(vs2) @ encdec_reg(rs1) @ 0b100 @ encdec_vreg(vd) @ 0b1010111,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve32x,todo,B,extensions/V/vext_arith_insts.sail,482,,,0,,when (currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve32x,todo,B,extensions/V/vext_arith_insts.sail,482,,,0,,when (currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve32x,todo,T,extensions/V/vext_arith_insts.sail,482,,,0,,when (currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,T,extensions/V/vext_arith_insts.sail,483,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64 & valid_wide_vxtype(funct6)),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,B,extensions/V/vext_arith_insts.sail,483,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64 & valid_wide_vxtype(funct6)),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,T,extensions/V/vext_arith_insts.sail,483,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64 & valid_wide_vxtype(funct6)),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,B,extensions/V/vext_arith_insts.sail,483,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64 & valid_wide_vxtype(funct6)),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,encdec,encdec,mapping_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zve64x,todo,T,extensions/V/vext_arith_insts.sail,483,,,0,,| (currentlyEnabled(Ext_Zve64x) & get_sew() <= 64 & valid_wide_vxtype(funct6)),opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,T,extensions/V/vext_arith_insts.sail,485,,,0,,"function clause execute VXTYPE(funct6, vm, vs2, rs1, vd) = {",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,B,extensions/V/vext_arith_insts.sail,490,,,0,,"if illegal_vstart(VSTART_ARITH, num_elem, LMUL_pow) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,B,extensions/V/vext_arith_insts.sail,490,,,0,,"if illegal_vstart(VSTART_ARITH, num_elem, LMUL_pow) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,T,extensions/V/vext_arith_insts.sail,491,,,0,,"illegal_normal(vd, vm) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,B,extensions/V/vext_arith_insts.sail,491,,,0,,"illegal_normal(vd, vm) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,B,extensions/V/vext_arith_insts.sail,492,,,0,,"not(valid_reg_group(vs2, LMUL_pow)) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,T,extensions/V/vext_arith_insts.sail,492,,,0,,"not(valid_reg_group(vs2, LMUL_pow)) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,T,extensions/V/vext_arith_insts.sail,493,,,0,,"not(valid_reg_group(vd, LMUL_pow)) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,B,extensions/V/vext_arith_insts.sail,493,,,0,,"not(valid_reg_group(vd, LMUL_pow)) |",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,T,extensions/V/vext_arith_insts.sail,494,,,0,,"not(valid_vm_src_overlap(vm, vs2, SEW))",opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,fault_path,construct the faulting condition and assert the resulting trap,,todo,T,extensions/V/vext_arith_insts.sail,495,,,0,,then return Illegal_Instruction();,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,fault_path,construct the faulting condition and assert the resulting trap,,todo,T,extensions/V/vext_arith_insts.sail,495,,,0,,then return Illegal_Instruction();,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,B,extensions/V/vext_arith_insts.sail,509,,,0,,if mask[i] == 0b1 then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,T,extensions/V/vext_arith_insts.sail,509,,,0,,if mask[i] == 0b1 then {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,VXTYPE,VXTYPE,execute,instruction,generate any legal form of this instruction,VXTYPE body,todo,B,extensions/V/vext_arith_insts.sail,510,,,1,if mask[i] == 0b1,result[i] = match funct6 {,opcode_sweep.py extensions/V/vext_arith_insts.sail
V,vadd.vx,VXTYPE,execute,instruction_variant,generate a test that executes this instruction,VXTYPE arm VX_VADD,todo,T,extensions/V/vext_arith_insts.sail,511,funct6,VX_VADD,2,if mask[i] == 0b1 AND result[i] = match funct6,"VX_VADD    => vs2_val[i] + rs1_val,",opcode_sweep.py extensions/V/vext_arith_insts.sail
